id,game,url,rating,category,release_date,platforms,genres,themes,companies,description
18386,Naruto: Ultimate Ninja,https://www.igdb.com/g/e6q,6.766358997773022,Main Game,"[""Jun 26, 2006 (North America [NA])"", ""Oct 23, 2003 (Japan [JP])""]","[""PlayStation 2""]","[""Fighting"", ""Hack and slash/Beat 'em up""]","[""Action""]","[""CyberConnect2""]",
1864,Ni no Kuni: Wrath of the White Witch,https://www.igdb.com/g/1fs,8.616971994123453,Expanded Game,"[""Feb 01, 2013 (Europe [EU])"", ""Sep 20, 2019 (North America [NA])"", ""Nov 17, 2011 (Asia [AS])"", ""Jan 31, 2013 (Australia [AU])"", ""Jan 22, 2013 (North America [NA])"", ""Nov 17, 2011 (Japan [JP])""]","[""PlayStation 3"", ""Nintendo Switch""]","[""Adventure"", ""Role-playing (RPG)""]","[""Action"", ""Fantasy"", ""Kids"", ""Open world""]","[""LEVEL-5"", ""Bandai Namco Entertainment"", ""Namco Bandai Games""]",
